chr	start	end	ENSG	transcript	regionType
chr5	13931245	13944381	ENSG00000039139	ENST00000265104.5	intron
chr5	13944689	13944888	ENSG00000039139	ENST00000265104.5	CorePromoter
chr5	13944889	13949688	ENSG00000039139	ENST00000265104.5	ExtendedPromoter
chr17	41930838	41935216	ENSG00000204815	ENST00000377540.6	Intron
chr17	41935349	41935598	ENSG00000204815	ENST00000377540.6	Intron
chr17	41935750	41936472	ENSG00000204815	ENST00000377540.6	Intron
chr17	41936535	41936761	ENSG00000204815	ENST00000377540.6	Intron
chr17	41936928	41938556	ENSG00000204815	ENST00000377540.6	Intron
chr17	41938782	41938964	ENSG00000204815	ENST00000377540.6	Intron
chr17	41939173	41945135	ENSG00000204815	ENST00000377540.6	Intron
chr17	41945223	41949152	ENSG00000204815	ENST00000377540.6	Intron
chr17	41949350	41955216	ENSG00000204815	ENST00000377540.6	Intron
chr17	41955318	41961381	ENSG00000204815	ENST00000377540.6	Intron
chr17	41961467	41964992	ENSG00000204815	ENST00000377540.6	Intron
chr17	41930417	41930616	ENSG00000204815	ENST00000377540.6	CorePromoter
chr17	41925617	41930416	ENSG00000204815	ENST00000377540.6	ExtendedPromoter
chr19	12806801	12807007	ENSG00000104889	ENST00000221486.6	Intron
chr19	12807080	12807205	ENSG00000104889	ENST00000221486.6	Intron
chr19	12807330	12807418	ENSG00000104889	ENST00000221486.6	Intron
chr19	12807507	12810070	ENSG00000104889	ENST00000221486.6	Intron
chr19	12810209	12810316	ENSG00000104889	ENST00000221486.6	Intron
chr19	12810405	12813082	ENSG00000104889	ENST00000221486.6	Intron
chr19	12813207	12813327	ENSG00000104889	ENST00000221486.6	Intron
chr19	12806384	12806583	ENSG00000104889	ENST00000221486.6	CorePromoter
chr19	12801584	12806383	ENSG00000104889	ENST00000221486.6	ExtendedPromoter
chr1	160042533	160070021	ENSG00000177807	ENST00000644903.1	5primeUTRIntron
chr1	160070161	160070360	ENSG00000177807	ENST00000644903.1	CorePromoter
chr1	160070361	160075160	ENSG00000177807	ENST00000644903.1	ExtendedPromoter
chr12	89421258	89425160	ENSG00000139323	ENST00000313546.8	intron
chr12	89425380	89459637	ENSG00000139323	ENST00000313546.8	intron
chr12	89459719	89466769	ENSG00000139323	ENST00000313546.8	intron
chr12	89466923	89467616	ENSG00000139323	ENST00000313546.8	intron
chr12	89467686	89470360	ENSG00000139323	ENST00000313546.8	intron
chr12	89470495	89471613	ENSG00000139323	ENST00000313546.8	intron
chr12	89471730	89472167	ENSG00000139323	ENST00000313546.8	intron
chr12	89472276	89491935	ENSG00000139323	ENST00000313546.8	intron
chr12	89492116	89497170	ENSG00000139323	ENST00000313546.8	intron
chr12	89497343	89525119	ENSG00000139323	ENST00000313546.8	intron
chr12	89525205	89525880	ENSG00000139323	ENST00000313546.8	intron
chr12	89526048	89526247	ENSG00000139323	ENST00000313546.8	CorePromoter
chr12	89526248	89531047	ENSG00000139323	ENST00000313546.8	ExtendedPromoter
chr12	80099606	80209412	ENSG00000165899	ENST00000547103.7	5primeUTRIntron
chr12	80209511	80210846	ENSG00000165899	ENST00000547103.7	Intron
chr12	80210887	80211948	ENSG00000165899	ENST00000547103.7	Intron
chr12	80211998	80217597	ENSG00000165899	ENST00000547103.7	Intron
chr12	80217665	80219813	ENSG00000165899	ENST00000547103.7	Intron
chr12	80219913	80222090	ENSG00000165899	ENST00000547103.7	Intron
chr12	80222246	80229256	ENSG00000165899	ENST00000547103.7	Intron
chr12	80229379	80232891	ENSG00000165899	ENST00000547103.7	Intron
chr12	80233098	80238850	ENSG00000165899	ENST00000547103.7	Intron
chr12	80238979	80239332	ENSG00000165899	ENST00000547103.7	Intron
chr12	80239440	80251692	ENSG00000165899	ENST00000547103.7	Intron
chr12	80251800	80252075	ENSG00000165899	ENST00000547103.7	Intron
chr12	80252202	80253465	ENSG00000165899	ENST00000547103.7	Intron
chr12	80253575	80254523	ENSG00000165899	ENST00000547103.7	Intron
chr12	80254571	80255039	ENSG00000165899	ENST00000547103.7	Intron
chr12	80255186	80256336	ENSG00000165899	ENST00000547103.7	Intron
chr12	80256461	80257824	ENSG00000165899	ENST00000547103.7	Intron
chr12	80258003	80261968	ENSG00000165899	ENST00000547103.7	Intron
chr12	80262094	80265000	ENSG00000165899	ENST00000547103.7	Intron
chr12	80265211	80266450	ENSG00000165899	ENST00000547103.7	Intron
chr12	80266617	80267252	ENSG00000165899	ENST00000547103.7	Intron
chr12	80267328	80270101	ENSG00000165899	ENST00000547103.7	Intron
chr12	80270155	80271647	ENSG00000165899	ENST00000547103.7	Intron
chr12	80271811	80278167	ENSG00000165899	ENST00000547103.7	Intron
chr12	80278276	80279027	ENSG00000165899	ENST00000547103.7	Intron
chr12	80279167	80296826	ENSG00000165899	ENST00000547103.7	Intron
chr12	80296962	80302633	ENSG00000165899	ENST00000547103.7	Intron
chr12	80302784	80305575	ENSG00000165899	ENST00000547103.7	Intron
chr12	80305696	80310610	ENSG00000165899	ENST00000547103.7	Intron
chr12	80310728	80313475	ENSG00000165899	ENST00000547103.7	Intron
chr12	80313633	80314304	ENSG00000165899	ENST00000547103.7	Intron
chr12	80314332	80318545	ENSG00000165899	ENST00000547103.7	Intron
chr12	80318714	80320421	ENSG00000165899	ENST00000547103.7	Intron
chr12	80320701	80323722	ENSG00000165899	ENST00000547103.7	Intron
chr12	80323841	80328664	ENSG00000165899	ENST00000547103.7	Intron
chr12	80328745	80329050	ENSG00000165899	ENST00000547103.7	Intron
chr12	80329120	80333004	ENSG00000165899	ENST00000547103.7	Intron
chr12	80333079	80335962	ENSG00000165899	ENST00000547103.7	Intron
chr12	80336141	80336412	ENSG00000165899	ENST00000547103.7	Intron
chr12	80336556	80336796	ENSG00000165899	ENST00000547103.7	Intron
chr12	80336821	80336911	ENSG00000165899	ENST00000547103.7	Intron
chr12	80337005	80339074	ENSG00000165899	ENST00000547103.7	Intron
chr12	80339265	80341947	ENSG00000165899	ENST00000547103.7	Intron
chr12	80342163	80352294	ENSG00000165899	ENST00000547103.7	Intron
chr12	80352437	80353324	ENSG00000165899	ENST00000547103.7	Intron
chr12	80353511	80355735	ENSG00000165899	ENST00000547103.7	Intron
chr12	80355949	80356415	ENSG00000165899	ENST00000547103.7	Intron
chr12	80356521	80356806	ENSG00000165899	ENST00000547103.7	Intron
chr12	80356915	80358247	ENSG00000165899	ENST00000547103.7	Intron
chr12	80358350	80358670	ENSG00000165899	ENST00000547103.7	Intron
chr12	80358776	80358859	ENSG00000165899	ENST00000547103.7	Intron
chr12	80358901	80366573	ENSG00000165899	ENST00000547103.7	Intron
chr12	80366638	80367560	ENSG00000165899	ENST00000547103.7	Intron
chr12	80367740	80368204	ENSG00000165899	ENST00000547103.7	Intron
chr12	80368310	80370569	ENSG00000165899	ENST00000547103.7	Intron
chr12	80370690	80372018	ENSG00000165899	ENST00000547103.7	Intron
chr12	80372065	80377122	ENSG00000165899	ENST00000547103.7	Intron
chr12	80377203	80377847	ENSG00000165899	ENST00000547103.7	Intron
chr12	80099337	80099536	ENSG00000165899	ENST00000547103.7	CorePromoter
chr12	80094537	80099336	ENSG00000165899	ENST00000547103.7	ExtendedPromoter
chr12	94308918	94309917	ENSG00000173588	ENST00000397809.10	intron
chr12	94310108	94312913	ENSG00000173588	ENST00000397809.10	intron
chr12	94313018	94331699	ENSG00000173588	ENST00000397809.10	intron
chr12	94331830	94333481	ENSG00000173588	ENST00000397809.10	intron
chr12	94333640	94335588	ENSG00000173588	ENST00000397809.10	intron
chr12	94335665	94367793	ENSG00000173588	ENST00000397809.10	intron
chr12	94367944	94368056	ENSG00000173588	ENST00000397809.10	intron
chr12	94368202	94369921	ENSG00000173588	ENST00000397809.10	intron
chr12	94370037	94375885	ENSG00000173588	ENST00000397809.10	intron
chr12	94376018	94378790	ENSG00000173588	ENST00000397809.10	intron
chr12	94379043	94400849	ENSG00000173588	ENST00000397809.10	intron
chr12	94400982	94403169	ENSG00000173588	ENST00000397809.10	intron
chr12	94403263	94411696	ENSG00000173588	ENST00000397809.10	intron
chr12	94411848	94412317	ENSG00000173588	ENST00000397809.10	intron
chr12	94412592	94435274	ENSG00000173588	ENST00000397809.10	5primeUTRIntron
chr12	94435328	94459556	ENSG00000173588	ENST00000397809.10	5primeUTRIntron
chr12	94459868	94460067	ENSG00000173588	ENST00000397809.10	CorePromoter
chr12	94460068	94464867	ENSG00000173588	ENST00000397809.10	ExtendedPromoter
chr1	29194180	29195940	ENSG00000116353	ENST00000263702.11	intron
chr1	29196014	29196197	ENSG00000116353	ENST00000263702.11	intron
chr1	29196259	29200515	ENSG00000116353	ENST00000263702.11	intron
chr1	29200590	29201942	ENSG00000116353	ENST00000263702.11	intron
chr1	29202046	29203130	ENSG00000116353	ENST00000263702.11	intron
chr1	29203234	29206761	ENSG00000116353	ENST00000263702.11	intron
chr1	29206906	29216004	ENSG00000116353	ENST00000263702.11	intron
chr1	29216137	29216587	ENSG00000116353	ENST00000263702.11	intron
chr1	29216686	29230730	ENSG00000116353	ENST00000263702.11	intron
chr1	29230935	29231134	ENSG00000116353	ENST00000263702.11	CorePromoter
chr1	29231135	29235934	ENSG00000116353	ENST00000263702.11	ExtendedPromoter
chr16	2475171	2496033	ENSG00000162065	ENST00000646147.1	5primeUTRIntron
chr16	2497114	2497709	ENSG00000162065	ENST00000646147.1	Intron
chr16	2497728	2498237	ENSG00000162065	ENST00000646147.1	Intron
chr16	2498397	2499356	ENSG00000162065	ENST00000646147.1	Intron
chr16	2499421	2499834	ENSG00000162065	ENST00000646147.1	Intron
chr16	2499931	2500267	ENSG00000162065	ENST00000646147.1	Intron
chr16	2500491	2500803	ENSG00000162065	ENST00000646147.1	Intron
chr16	2474927	2475126	ENSG00000162065	ENST00000646147.1	CorePromoter
chr16	2470127	2474926	ENSG00000162065	ENST00000646147.1	ExtendedPromoter
chr14	77427637	77428369	ENSG00000151445	ENST00000557658.6	intron
chr14	77428475	77429005	ENSG00000151445	ENST00000557658.6	intron
chr14	77429096	77429680	ENSG00000151445	ENST00000557658.6	intron
chr14	77429768	77433841	ENSG00000151445	ENST00000557658.6	intron
chr14	77433932	77434261	ENSG00000151445	ENST00000557658.6	intron
chr14	77434304	77435258	ENSG00000151445	ENST00000557658.6	intron
chr14	77435394	77435843	ENSG00000151445	ENST00000557658.6	intron
chr14	77435920	77437807	ENSG00000151445	ENST00000557658.6	intron
chr14	77437882	77441065	ENSG00000151445	ENST00000557658.6	intron
chr14	77441094	77442559	ENSG00000151445	ENST00000557658.6	intron
chr14	77442663	77443118	ENSG00000151445	ENST00000557658.6	intron
chr14	77443153	77444248	ENSG00000151445	ENST00000557658.6	intron
chr14	77444342	77448493	ENSG00000151445	ENST00000557658.6	intron
chr14	77448551	77449292	ENSG00000151445	ENST00000557658.6	intron
chr14	77449358	77449713	ENSG00000151445	ENST00000557658.6	intron
chr14	77449753	77451186	ENSG00000151445	ENST00000557658.6	intron
chr14	77451334	77453298	ENSG00000151445	ENST00000557658.6	intron
chr14	77453402	77454009	ENSG00000151445	ENST00000557658.6	intron
chr14	77454103	77457494	ENSG00000151445	ENST00000557658.6	5primeUTRIntron
chr14	77457602	77457801	ENSG00000151445	ENST00000557658.6	CorePromoter
chr14	77457802	77462601	ENSG00000151445	ENST00000557658.6	ExtendedPromoter
chr10	69802718	69822368	ENSG00000197467	ENST00000645393.2	Intron
chr10	69822439	69867797	ENSG00000197467	ENST00000645393.2	Intron
chr10	69867806	69872183	ENSG00000197467	ENST00000645393.2	Intron
chr10	69872211	69875127	ENSG00000197467	ENST00000645393.2	Intron
chr10	69875164	69878038	ENSG00000197467	ENST00000645393.2	Intron
chr10	69878066	69880502	ENSG00000197467	ENST00000645393.2	Intron
chr10	69880554	69887455	ENSG00000197467	ENST00000645393.2	Intron
chr10	69887492	69888303	ENSG00000197467	ENST00000645393.2	Intron
chr10	69888331	69889413	ENSG00000197467	ENST00000645393.2	Intron
chr10	69889441	69894551	ENSG00000197467	ENST00000645393.2	Intron
chr10	69894579	69894674	ENSG00000197467	ENST00000645393.2	Intron
chr10	69894702	69895549	ENSG00000197467	ENST00000645393.2	Intron
chr10	69895577	69898696	ENSG00000197467	ENST00000645393.2	Intron
chr10	69898763	69902747	ENSG00000197467	ENST00000645393.2	Intron
chr10	69902856	69904932	ENSG00000197467	ENST00000645393.2	Intron
chr10	69904960	69905786	ENSG00000197467	ENST00000645393.2	Intron
chr10	69905823	69917288	ENSG00000197467	ENST00000645393.2	Intron
chr10	69917334	69918284	ENSG00000197467	ENST00000645393.2	Intron
chr10	69918318	69919061	ENSG00000197467	ENST00000645393.2	Intron
chr10	69919089	69919664	ENSG00000197467	ENST00000645393.2	Intron
chr10	69919728	69921881	ENSG00000197467	ENST00000645393.2	Intron
chr10	69921936	69922707	ENSG00000197467	ENST00000645393.2	Intron
chr10	69922795	69923801	ENSG00000197467	ENST00000645393.2	Intron
chr10	69923856	69924962	ENSG00000197467	ENST00000645393.2	Intron
chr10	69925008	69925803	ENSG00000197467	ENST00000645393.2	Intron
chr10	69925873	69927086	ENSG00000197467	ENST00000645393.2	Intron
chr10	69927111	69928936	ENSG00000197467	ENST00000645393.2	Intron
chr10	69929000	69930042	ENSG00000197467	ENST00000645393.2	Intron
chr10	69930088	69930399	ENSG00000197467	ENST00000645393.2	Intron
chr10	69930553	69932559	ENSG00000197467	ENST00000645393.2	Intron
chr10	69932605	69935349	ENSG00000197467	ENST00000645393.2	Intron
chr10	69935392	69936755	ENSG00000197467	ENST00000645393.2	Intron
chr10	69936783	69937634	ENSG00000197467	ENST00000645393.2	Intron
chr10	69937716	69940987	ENSG00000197467	ENST00000645393.2	Intron
chr10	69941024	69944124	ENSG00000197467	ENST00000645393.2	Intron
chr10	69944179	69945670	ENSG00000197467	ENST00000645393.2	Intron
chr10	69945725	69947306	ENSG00000197467	ENST00000645393.2	Intron
chr10	69947343	69952881	ENSG00000197467	ENST00000645393.2	Intron
chr10	69952969	69957003	ENSG00000197467	ENST00000645393.2	Intron
chr10	69957043	69958698	ENSG00000197467	ENST00000645393.2	Intron
chr10	69801706	69801905	ENSG00000197467	ENST00000645393.2	CorePromoter
chr10	69796906	69801705	ENSG00000197467	ENST00000645393.2	ExtendedPromoter
chr4	102632282	102634787	ENSG00000109323	ENST00000647097.2	intron
chr4	102635046	102635864	ENSG00000109323	ENST00000647097.2	intron
chr4	102636008	102639712	ENSG00000109323	ENST00000647097.2	intron
chr4	102639858	102650536	ENSG00000109323	ENST00000647097.2	intron
chr4	102650702	102657681	ENSG00000109323	ENST00000647097.2	intron
chr4	102657901	102664684	ENSG00000109323	ENST00000647097.2	intron
chr4	102664853	102668962	ENSG00000109323	ENST00000647097.2	intron
chr4	102669050	102671280	ENSG00000109323	ENST00000647097.2	intron
chr4	102671399	102673918	ENSG00000109323	ENST00000647097.2	intron
chr4	102674071	102689573	ENSG00000109323	ENST00000647097.2	intron
chr4	102689685	102690595	ENSG00000109323	ENST00000647097.2	intron
chr4	102690772	102714437	ENSG00000109323	ENST00000647097.2	intron
chr4	102714562	102722870	ENSG00000109323	ENST00000647097.2	intron
chr4	102723042	102723861	ENSG00000109323	ENST00000647097.2	intron
chr4	102723968	102726588	ENSG00000109323	ENST00000647097.2	intron
chr4	102726684	102760717	ENSG00000109323	ENST00000647097.2	intron
chr4	102760969	102761168	ENSG00000109323	ENST00000647097.2	CorePromoter
chr4	102761169	102765968	ENSG00000109323	ENST00000647097.2	ExtendedPromoter
chr17	3476396	3481602	ENSG00000108381	ENST00000263080.3	Intron
chr17	3481799	3483498	ENSG00000108381	ENST00000263080.3	Intron
chr17	3483593	3489234	ENSG00000108381	ENST00000263080.3	Intron
chr17	3489343	3494349	ENSG00000108381	ENST00000263080.3	Intron
chr17	3494460	3498890	ENSG00000108381	ENST00000263080.3	Intron
chr17	3475797	3475996	ENSG00000108381	ENST00000263080.3	CorePromoter
chr17	3470997	3475796	ENSG00000108381	ENST00000263080.3	ExtendedPromoter
chr16	8797949	8801798	ENSG00000140650	ENST00000268261.9	Intron
chr16	8801911	8804766	ENSG00000140650	ENST00000268261.9	Intron
chr16	8804844	8806315	ENSG00000140650	ENST00000268261.9	Intron
chr16	8806408	8811078	ENSG00000140650	ENST00000268261.9	Intron
chr16	8811179	8811637	ENSG00000140650	ENST00000268261.9	Intron
chr16	8811714	8812990	ENSG00000140650	ENST00000268261.9	Intron
chr16	8813107	8847723	ENSG00000140650	ENST00000268261.9	Intron
chr16	8797639	8797838	ENSG00000140650	ENST00000268261.9	CorePromoter
chr16	8792839	8797638	ENSG00000140650	ENST00000268261.9	ExtendedPromoter
chr18	79680262	79695224	ENSG00000060069	ENST00000613122.5	Intron
chr18	79695309	79695976	ENSG00000060069	ENST00000613122.5	Intron
chr18	79696071	79697859	ENSG00000060069	ENST00000613122.5	Intron
chr18	79697989	79704766	ENSG00000060069	ENST00000613122.5	Intron
chr18	79704918	79710345	ENSG00000060069	ENST00000613122.5	Intron
chr18	79710437	79712971	ENSG00000060069	ENST00000613122.5	Intron
chr18	79713139	79714490	ENSG00000060069	ENST00000613122.5	Intron
chr18	79715529	79717534	ENSG00000060069	ENST00000613122.5	Intron
chr18	79717677	79717809	ENSG00000060069	ENST00000613122.5	Intron
chr18	79718017	79728906	ENSG00000060069	ENST00000613122.5	Intron
chr18	79729070	79736354	ENSG00000060069	ENST00000613122.5	Intron
chr18	79736522	79753651	ENSG00000060069	ENST00000613122.5	Intron
chr18	79679603	79679802	ENSG00000060069	ENST00000613122.5	CorePromoter
chr18	79674803	79679602	ENSG00000060069	ENST00000613122.5	ExtendedPromoter
chr6	143451116	143459084	ENSG00000034693	ENST00000367591.5	Intron
chr6	143459217	143462915	ENSG00000034693	ENST00000367591.5	Intron
chr6	143462998	143468121	ENSG00000034693	ENST00000367591.5	Intron
chr6	143468166	143470960	ENSG00000034693	ENST00000367591.5	Intron
chr6	143471086	143471382	ENSG00000034693	ENST00000367591.5	Intron
chr6	143471450	143471556	ENSG00000034693	ENST00000367591.5	Intron
chr6	143471612	143472159	ENSG00000034693	ENST00000367591.5	Intron
chr6	143472329	143474785	ENSG00000034693	ENST00000367591.5	Intron
chr6	143474857	143479075	ENSG00000034693	ENST00000367591.5	Intron
chr6	143479199	143485151	ENSG00000034693	ENST00000367591.5	Intron
chr6	143485249	143489142	ENSG00000034693	ENST00000367591.5	Intron
chr6	143450605	143450804	ENSG00000034693	ENST00000367591.5	CorePromoter
chr6	143445805	143450604	ENSG00000034693	ENST00000367591.5	ExtendedPromoter
chr6	24174835	24178329	ENSG00000146038	ENST00000378454.8	intron
chr6	24178633	24205001	ENSG00000146038	ENST00000378454.8	intron
chr6	24205103	24278048	ENSG00000146038	ENST00000378454.8	intron
chr6	24278212	24288851	ENSG00000146038	ENST00000378454.8	intron
chr6	24288907	24290931	ENSG00000146038	ENST00000378454.8	intron
chr6	24291079	24301714	ENSG00000146038	ENST00000378454.8	intron
chr6	24301847	24301967	ENSG00000146038	ENST00000378454.8	intron
chr6	24302045	24353568	ENSG00000146038	ENST00000378454.8	intron
chr6	24353624	24357457	ENSG00000146038	ENST00000378454.8	intron
chr6	24358060	24358259	ENSG00000146038	ENST00000378454.8	CorePromoter
chr6	24358260	24363059	ENSG00000146038	ENST00000378454.8	ExtendedPromoter
chr12	48966554	48967945	ENSG00000169884	ENST00000301061.9	intron
chr12	48968320	48970088	ENSG00000169884	ENST00000301061.9	intron
chr12	48970352	48970455	ENSG00000169884	ENST00000301061.9	intron
chr12	48970570	48971454	ENSG00000169884	ENST00000301061.9	5primeUTRIntron
chr12	48971736	48971935	ENSG00000169884	ENST00000301061.9	CorePromoter
chr12	48971936	48976735	ENSG00000169884	ENST00000301061.9	ExtendedPromoter
chr11	6624391	6624729	ENSG00000166341	ENST00000299441.5	intron
chr11	6624869	6625197	ENSG00000166341	ENST00000299441.5	intron
chr11	6625482	6625596	ENSG00000166341	ENST00000299441.5	intron
chr11	6625728	6625919	ENSG00000166341	ENST00000299441.5	intron
chr11	6626075	6626168	ENSG00000166341	ENST00000299441.5	intron
